Season,Name,Team,PA,HR,R,RBI,SB,CS,OPS,wOBA,WAR,BsR,Def,Off,wRC+,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,MLBAMID,league,award_id,rookie_of_the_year,rom_Awards,rom_award_id,K%+_rank,wOBA_rank,WAR_rank,wRC+_rank,AVG+_rank,BB%+_rank,OBP+_rank,SLG+_rank,ISO+_rank,Def_rank,mean_rank,batter_rank,rookie_leader
2011,Lucas Duda,NYM,347,10,38,50,1,0.0,0.85166977,0.3683510778944276,0.8114340557505282,-1.8313777649309488,-15.656692504882812,12.706124174184728,136.27313520640718,112.86122249509548,112.94925970070727,89.63539002365654,113.31568090655348,119.46597401081934,131.3315166222548,109.12213561238477,446263,NL,NL,0,0.0,NL,22,2,19,3,9,12,2,3,7,62,14.1,6,0
2007,Chris Young,ARI,624,32,85,68,27,6.0,0.762831922,0.3263497584502413,0.8110315023349818,4.317823757184669,-6.008088111877441,-6.283513154314729,86.91449724094062,86.98890713491778,78.04307758801822,137.41337481167608,86.31636477000558,107.23319166475,141.0645097547823,84.39920556270819,455759,NL,NL,0,0.0,NL,40,23,22,28,37,35,39,10,4,42,28.0,30,0
2002,Yorvit Torrealba,SFG,155,2,17,14,0,0.0,0.75232198,0.3314062253634135,0.8080119785591904,-2.8099604644812644,5.123568296432495,-2.090443143388139,103.71243447468444,105.1147616163019,96.79308438398304,78.96315953133644,104.56016479306489,93.87066556410744,74.85382215501978,106.54749239133734,150275,NL,NL,0,0.0,NL,3,12,10,9,7,13,8,14,23,6,10.5,6,0
2011,Josh Harrison,PIT,204,1,21,16,4,1.0,0.655766009,0.2856186238964598,0.8002999440584052,-0.4393567908555269,6.664776086807251,-5.343424907939674,79.18621278835279,104.92279040065972,17.465861142396736,64.19706965904945,86.19679000586169,92.83911046910715,71.13052023763284,101.67715571390478,543281,NL,NL,0,0.0,NL,7,43,20,40,19,64,52,34,42,6,32.7,30,0
2023,Drew Waters,KCR,337,8,40,32,16,5.0,0.677186707,0.2958220158557156,0.7959870910889775,1.1589342472143471,2.9247350692749023,-6.467623297207165,81.11286553196629,92.5908117267936,95.69252629418746,137.22414056884497,94.54377589730808,91.66023288655948,90.2691322661065,108.42564792574774,671221,AL,AL,0,0.0,AL,69,45,38,49,50,29,43,37,35,27,42.2,45,0
2022,Alek Thomas,ARI,411,8,45,39,4,3.0,0.618771192,0.2718594081500441,0.7945393306416637,2.0273167151026428,4.761897802352905,-11.398039075253694,71.88503053315158,95.06657769912186,64.06217551647619,79.61847206970016,87.62933277047645,86.40141876765453,72.81819647873985,90.36190304718528,677950,NL,NL,0,0.0,NL,8,60,24,58,43,68,61,55,58,11,44.6,42,0
2018,David Bote,CHC,210,6,23,33,3,4.0,0.726656314,0.3139066790279589,0.7944971439145768,-1.12531284452416,3.4014914631843567,-2.1193937158958147,96.1228482589356,94.23619429261,100.81518535291616,132.42255585252215,97.60364560105896,97.7237103429652,103.141500602175,104.50354979231844,623520,NL,NL,0,0.0,NL,47,28,24,29,34,21,32,26,21,6,26.8,23,0
2010,Brooks Conrad,ATL,177,8,31,33,5,1.0,0.810878908,0.3532661854187188,0.794370234619315,3.586812475696206,-5.098802268505096,7.34636661884705,117.7255982872582,95.4534975572822,102.30565262107744,137.7921945113443,97.5120313694694,118.0200207575098,157.19087243875026,99.68998676505852,462405,NL,NL,0,0.0,NL,46,10,26,9,35,18,27,5,3,46,22.5,19,0
2004,Adam LaRoche,ATL,356,13,45,45,0,0.0,0.820987653,0.3503779051324125,0.7912270504726167,-1.3665948091074824,-7.0905721783638,3.2141184106071705,109.98160882366795,103.0655069776225,83.83440633759658,134.06263160794688,97.6654348663721,111.61399819817132,125.37752482613884,109.78007795270244,425560,NL,NL,0,0.0,NL,34,8,15,7,16,28,19,6,7,42,18.2,16,0
2010,Ian Desmond,WSN,574,10,59,65,17,5.0,0.700345553,0.3063151774881573,0.7894541783730729,1.9870629953220489,-2.3705391883850098,-7.568512344530848,86.10742423372054,102.54432858621514,55.207622745174675,102.9200466418724,92.7720344405501,95.05492192427111,82.05484943049223,105.0626410757759,435622,NL,NL,0,0.0,NL,26,33,27,36,18,52,36,29,31,36,32.4,33,0
